,hour,year,month,day,HOD,DOW,DOY,WOY,QOD,HOW,Number of Patients,Maximum temperature (°C),Minimum temperature (°C)
0,2004-01-01 00:00:00,2004,1,1,0,Thursday,1,1,0.0,73,5,11.4,11.3
1,2004-01-01 01:00:00,2004,1,1,1,Thursday,1,1,0.0,74,11,11.4,11.4
2,2004-01-01 02:00:00,2004,1,1,2,Thursday,1,1,0.0,75,8,10.9,10.8
3,2004-01-01 03:00:00,2004,1,1,3,Thursday,1,1,0.0,76,4,10.7,10.6
4,2004-01-01 04:00:00,2004,1,1,4,Thursday,1,1,0.0,77,5,10.6,10.5
5,2004-01-01 05:00:00,2004,1,1,5,Thursday,1,1,0.0,78,3,9.8,9.5
6,2004-01-01 06:00:00,2004,1,1,6,Thursday,1,1,1.0,79,6,10.4,10
7,2004-01-01 07:00:00,2004,1,1,7,Thursday,1,1,1.0,80,9,12.9,12.7
8,2004-01-01 08:00:00,2004,1,1,8,Thursday,1,1,1.0,81,35,13.2,12.9
9,2004-01-01 09:00:00,2004,1,1,9,Thursday,1,1,1.0,82,36,12.1,12
10,2004-01-01 10:00:00,2004,1,1,10,Thursday,1,1,1.0,83,30,10.9,10.6
11,2004-01-01 11:00:00,2004,1,1,11,Thursday,1,1,1.0,84,33,12.8,12.5
12,2004-01-01 12:00:00,2004,1,1,12,Thursday,1,1,2.0,85,24,14.2,14.1
13,2004-01-01 13:00:00,2004,1,1,13,Thursday,1,1,2.0,86,20,14.3,14.1
14,2004-01-01 14:00:00,2004,1,1,14,Thursday,1,1,2.0,87,26,14.5,14.3
15,2004-01-01 15:00:00,2004,1,1,15,Thursday,1,1,2.0,88,24,13,12.9
16,2004-01-01 16:00:00,2004,1,1,16,Thursday,1,1,2.0,89,15,12.8,12.5
17,2004-01-01 17:00:00,2004,1,1,17,Thursday,1,1,2.0,90,16,12.3,12.3
18,2004-01-01 18:00:00,2004,1,1,18,Thursday,1,1,3.0,91,18,12.1,11.9
19,2004-01-01 19:00:00,2004,1,1,19,Thursday,1,1,3.0,92,21,11.9,11.9
20,2004-01-01 20:00:00,2004,1,1,20,Thursday,1,1,3.0,93,23,12.1,12
21,2004-01-01 21:00:00,2004,1,1,21,Thursday,1,1,3.0,94,13,11.9,11.6
22,2004-01-01 22:00:00,2004,1,1,22,Thursday,1,1,3.0,95,15,11.3,11.1
23,2004-01-01 23:00:00,2004,1,1,23,Thursday,1,1,3.0,96,6,11,10.9
24,2004-01-02 00:00:00,2004,1,2,0,Friday,2,1,0.0,97,12,11.7,11.4
25,2004-01-02 01:00:00,2004,1,2,1,Friday,2,1,0.0,98,6,11.7,11.6
26,2004-01-02 02:00:00,2004,1,2,2,Friday,2,1,0.0,99,3,11.9,11.8
27,2004-01-02 03:00:00,2004,1,2,3,Friday,2,1,0.0,100,3,11.3,11.1
28,2004-01-02 04:00:00,2004,1,2,4,Friday,2,1,0.0,101,2,11.6,11.4
29,2004-01-02 05:00:00,2004,1,2,5,Friday,2,1,0.0,102,0,10.1,10
30,2004-01-02 06:00:00,2004,1,2,6,Friday,2,1,1.0,103,6,11.5,11.1
31,2004-01-02 07:00:00,2004,1,2,7,Friday,2,1,1.0,104,2,13.8,13.7
32,2004-01-02 08:00:00,2004,1,2,8,Friday,2,1,1.0,105,7,12.3,12.2
33,2004-01-02 09:00:00,2004,1,2,9,Friday,2,1,1.0,106,23,12.5,12.3
34,2004-01-02 10:00:00,2004,1,2,10,Friday,2,1,1.0,107,18,14.3,13.9
35,2004-01-02 11:00:00,2004,1,2,11,Friday,2,1,1.0,108,9,14.6,13.6
36,2004-01-02 12:00:00,2004,1,2,12,Friday,2,1,2.0,109,26,14.1,14
37,2004-01-02 13:00:00,2004,1,2,13,Friday,2,1,2.0,110,20,13.9,13.6
38,2004-01-02 14:00:00,2004,1,2,14,Friday,2,1,2.0,111,27,14.9,14.8
39,2004-01-02 15:00:00,2004,1,2,15,Friday,2,1,2.0,112,11,14.8,14.7
40,2004-01-02 16:00:00,2004,1,2,16,Friday,2,1,2.0,113,11,14.7,14.3
41,2004-01-02 17:00:00,2004,1,2,17,Friday,2,1,2.0,114,5,14.4,13.8
42,2004-01-02 18:00:00,2004,1,2,18,Friday,2,1,3.0,115,10,14.9,14.7
43,2004-01-02 19:00:00,2004,1,2,19,Friday,2,1,3.0,116,16,14.9,14.8
44,2004-01-02 20:00:00,2004,1,2,20,Friday,2,1,3.0,117,15,14.8,14.7
45,2004-01-02 21:00:00,2004,1,2,21,Friday,2,1,3.0,118,13,14.6,14.5
46,2004-01-02 22:00:00,2004,1,2,22,Friday,2,1,3.0,119,8,14.8,14.6
47,2004-01-02 23:00:00,2004,1,2,23,Friday,2,1,3.0,120,8,15,14.9
48,2004-01-03 00:00:00,2004,1,3,0,Saturday,3,1,0.0,121,5,19.3,19.2
49,2004-01-03 01:00:00,2004,1,3,1,Saturday,3,1,0.0,122,6,20.2,19.8
50,2004-01-03 02:00:00,2004,1,3,2,Saturday,3,1,0.0,123,6,21.5,21.1
51,2004-01-03 03:00:00,2004,1,3,3,Saturday,3,1,0.0,124,5,20.1,19.7
52,2004-01-03 04:00:00,2004,1,3,4,Saturday,3,1,0.0,125,10,19,18.8
53,2004-01-03 05:00:00,2004,1,3,5,Saturday,3,1,0.0,126,4,19,18.6
54,2004-01-03 06:00:00,2004,1,3,6,Saturday,3,1,1.0,127,3,20.2,19.7
55,2004-01-03 07:00:00,2004,1,3,7,Saturday,3,1,1.0,128,9,21.9,21.5
56,2004-01-03 08:00:00,2004,1,3,8,Saturday,3,1,1.0,129,9,23.3,23
57,2004-01-03 09:00:00,2004,1,3,9,Saturday,3,1,1.0,130,6,24.4,24.2
58,2004-01-03 10:00:00,2004,1,3,10,Saturday,3,1,1.0,131,5,25.1,24.9
59,2004-01-03 11:00:00,2004,1,3,11,Saturday,3,1,1.0,132,18,24.4,23
60,2004-01-03 12:00:00,2004,1,3,12,Saturday,3,1,2.0,133,14,23.9,23.2
61,2004-01-03 13:00:00,2004,1,3,13,Saturday,3,1,2.0,134,15,20.9,20.8
62,2004-01-03 14:00:00,2004,1,3,14,Saturday,3,1,2.0,135,15,21.3,20.7
63,2004-01-03 15:00:00,2004,1,3,15,Saturday,3,1,2.0,136,16,22.5,22.3
64,2004-01-03 16:00:00,2004,1,3,16,Saturday,3,1,2.0,137,15,20.2,20
65,2004-01-03 17:00:00,2004,1,3,17,Saturday,3,1,2.0,138,10,19.4,18.9
66,2004-01-03 18:00:00,2004,1,3,18,Saturday,3,1,3.0,139,15,18.9,18.9
67,2004-01-03 19:00:00,2004,1,3,19,Saturday,3,1,3.0,140,27,18.5,18.4
68,2004-01-03 20:00:00,2004,1,3,20,Saturday,3,1,3.0,141,27,18,17.9
69,2004-01-03 21:00:00,2004,1,3,21,Saturday,3,1,3.0,142,11,18,17.9
70,2004-01-03 22:00:00,2004,1,3,22,Saturday,3,1,3.0,143,11,17.7,17.6
71,2004-01-03 23:00:00,2004,1,3,23,Saturday,3,1,3.0,144,13,18.3,18.2
72,2004-01-04 00:00:00,2004,1,4,0,Sunday,4,1,0.0,145,9,16.4,16.3
73,2004-01-04 01:00:00,2004,1,4,1,Sunday,4,1,0.0,146,11,16.3,16.3
74,2004-01-04 02:00:00,2004,1,4,2,Sunday,4,1,0.0,147,6,15.7,15.6
75,2004-01-04 03:00:00,2004,1,4,3,Sunday,4,1,0.0,148,5,15.7,15.6
76,2004-01-04 04:00:00,2004,1,4,4,Sunday,4,1,0.0,149,2,15.5,15.1
77,2004-01-04 05:00:00,2004,1,4,5,Sunday,4,1,0.0,150,3,16.7,16
78,2004-01-04 06:00:00,2004,1,4,6,Sunday,4,1,1.0,151,2,18.1,17.9
79,2004-01-04 07:00:00,2004,1,4,7,Sunday,4,1,1.0,152,6,19.3,18.9
80,2004-01-04 08:00:00,2004,1,4,8,Sunday,4,1,1.0,153,41,19.3,19.2
81,2004-01-04 09:00:00,2004,1,4,9,Sunday,4,1,1.0,154,42,19.1,18.8
82,2004-01-04 10:00:00,2004,1,4,10,Sunday,4,1,1.0,155,39,20.4,20.2
83,2004-01-04 11:00:00,2004,1,4,11,Sunday,4,1,1.0,156,42,20.7,20.3
84,2004-01-04 12:00:00,2004,1,4,12,Sunday,4,1,2.0,157,40,20.3,20
85,2004-01-04 13:00:00,2004,1,4,13,Sunday,4,1,2.0,158,35,19.7,19.5
86,2004-01-04 14:00:00,2004,1,4,14,Sunday,4,1,2.0,159,26,19.5,19.4
87,2004-01-04 15:00:00,2004,1,4,15,Sunday,4,1,2.0,160,26,19.1,19
88,2004-01-04 16:00:00,2004,1,4,16,Sunday,4,1,2.0,161,27,18.4,18.2
89,2004-01-04 17:00:00,2004,1,4,17,Sunday,4,1,2.0,162,19,18.4,18.3
90,2004-01-04 18:00:00,2004,1,4,18,Sunday,4,1,3.0,163,29,19.2,19
91,2004-01-04 19:00:00,2004,1,4,19,Sunday,4,1,3.0,164,27,18.8,18.2
92,2004-01-04 20:00:00,2004,1,4,20,Sunday,4,1,3.0,165,22,18.8,18.7
93,2004-01-04 21:00:00,2004,1,4,21,Sunday,4,1,3.0,166,28,18.1,17.9
94,2004-01-04 22:00:00,2004,1,4,22,Sunday,4,1,3.0,167,15,18.7,18.5
95,2004-01-04 23:00:00,2004,1,4,23,Sunday,4,1,3.0,168,10,19.1,19
96,2004-01-05 00:00:00,2004,1,5,0,Monday,5,2,0.0,1,15,17,16.8
97,2004-01-05 01:00:00,2004,1,5,1,Monday,5,2,0.0,2,10,17.4,17.3
98,2004-01-05 02:00:00,2004,1,5,2,Monday,5,2,0.0,3,8,16.3,16.2
99,2004-01-05 03:00:00,2004,1,5,3,Monday,5,2,0.0,4,8,16.1,16.1
100,2004-01-05 04:00:00,2004,1,5,4,Monday,5,2,0.0,5,7,15,14.9
101,2004-01-05 05:00:00,2004,1,5,5,Monday,5,2,0.0,6,2,17.1,17
102,2004-01-05 06:00:00,2004,1,5,6,Monday,5,2,1.0,7,2,19,18.5
103,2004-01-05 07:00:00,2004,1,5,7,Monday,5,2,1.0,8,3,20.4,20.1
104,2004-01-05 08:00:00,2004,1,5,8,Monday,5,2,1.0,9,39,21.6,21.3
105,2004-01-05 09:00:00,2004,1,5,9,Monday,5,2,1.0,10,37,21.1,20.6
106,2004-01-05 10:00:00,2004,1,5,10,Monday,5,2,1.0,11,37,20.7,20.4
107,2004-01-05 11:00:00,2004,1,5,11,Monday,5,2,1.0,12,36,20.6,20.5
108,2004-01-05 12:00:00,2004,1,5,12,Monday,5,2,2.0,13,35,20.3,20.3
109,2004-01-05 13:00:00,2004,1,5,13,Monday,5,2,2.0,14,22,19.4,19.3
110,2004-01-05 14:00:00,2004,1,5,14,Monday,5,2,2.0,15,25,19.1,19
111,2004-01-05 15:00:00,2004,1,5,15,Monday,5,2,2.0,16,19,19.1,19
112,2004-01-05 16:00:00,2004,1,5,16,Monday,5,2,2.0,17,21,18.8,18.7
113,2004-01-05 17:00:00,2004,1,5,17,Monday,5,2,2.0,18,15,18.7,18.6
114,2004-01-05 18:00:00,2004,1,5,18,Monday,5,2,3.0,19,19,18.7,18.6
115,2004-01-05 19:00:00,2004,1,5,19,Monday,5,2,3.0,20,28,19.1,19.1
116,2004-01-05 20:00:00,2004,1,5,20,Monday,5,2,3.0,21,24,20.1,19.4
117,2004-01-05 21:00:00,2004,1,5,21,Monday,5,2,3.0,22,18,18.8,18.7
118,2004-01-05 22:00:00,2004,1,5,22,Monday,5,2,3.0,23,11,20.2,19.9
119,2004-01-05 23:00:00,2004,1,5,23,Monday,5,2,3.0,24,6,19.7,19.5
120,2004-01-06 00:00:00,2004,1,6,0,Tuesday,6,2,0.0,25,13,20.4,20.4
121,2004-01-06 01:00:00,2004,1,6,1,Tuesday,6,2,0.0,26,2,20.2,20.1
122,2004-01-06 02:00:00,2004,1,6,2,Tuesday,6,2,0.0,27,2,20.1,20.1
123,2004-01-06 03:00:00,2004,1,6,3,Tuesday,6,2,0.0,28,3,20.2,20.2
124,2004-01-06 04:00:00,2004,1,6,4,Tuesday,6,2,0.0,29,1,20.8,20.6
125,2004-01-06 05:00:00,2004,1,6,5,Tuesday,6,2,0.0,30,4,21.1,20.8
126,2004-01-06 06:00:00,2004,1,6,6,Tuesday,6,2,1.0,31,5,21.5,21.3
127,2004-01-06 07:00:00,2004,1,6,7,Tuesday,6,2,1.0,32,5,22.1,21.7
128,2004-01-06 08:00:00,2004,1,6,8,Tuesday,6,2,1.0,33,38,22.3,21.7
129,2004-01-06 09:00:00,2004,1,6,9,Tuesday,6,2,1.0,34,24,22.5,22.1
130,2004-01-06 10:00:00,2004,1,6,10,Tuesday,6,2,1.0,35,37,22.8,22.5
131,2004-01-06 11:00:00,2004,1,6,11,Tuesday,6,2,1.0,36,30,22.8,22.6
132,2004-01-06 12:00:00,2004,1,6,12,Tuesday,6,2,2.0,37,25,23,22.7
133,2004-01-06 13:00:00,2004,1,6,13,Tuesday,6,2,2.0,38,23,23.1,22.8
134,2004-01-06 14:00:00,2004,1,6,14,Tuesday,6,2,2.0,39,33,23,22.4
135,2004-01-06 15:00:00,2004,1,6,15,Tuesday,6,2,2.0,40,25,22.4,22.3
136,2004-01-06 16:00:00,2004,1,6,16,Tuesday,6,2,2.0,41,11,22.1,21.8
137,2004-01-06 17:00:00,2004,1,6,17,Tuesday,6,2,2.0,42,11,21.5,21.4
138,2004-01-06 18:00:00,2004,1,6,18,Tuesday,6,2,3.0,43,16,21.1,21.1
139,2004-01-06 19:00:00,2004,1,6,19,Tuesday,6,2,3.0,44,20,21.1,21
140,2004-01-06 20:00:00,2004,1,6,20,Tuesday,6,2,3.0,45,11,20.9,20.8
141,2004-01-06 21:00:00,2004,1,6,21,Tuesday,6,2,3.0,46,14,20.7,20.6
142,2004-01-06 22:00:00,2004,1,6,22,Tuesday,6,2,3.0,47,10,20.6,20.6
143,2004-01-06 23:00:00,2004,1,6,23,Tuesday,6,2,3.0,48,11,20.6,20.6
144,2004-01-07 00:00:00,2004,1,7,0,Wednesday,7,2,0.0,49,11,24.8,24.7
145,2004-01-07 01:00:00,2004,1,7,1,Wednesday,7,2,0.0,50,10,24.4,24.3
146,2004-01-07 02:00:00,2004,1,7,2,Wednesday,7,2,0.0,51,2,24.2,24.1
147,2004-01-07 03:00:00,2004,1,7,3,Wednesday,7,2,0.0,52,1,24.1,24
148,2004-01-07 04:00:00,2004,1,7,4,Wednesday,7,2,0.0,53,5,24.7,24.5
149,2004-01-07 05:00:00,2004,1,7,5,Wednesday,7,2,0.0,54,6,25.3,24.8
150,2004-01-07 06:00:00,2004,1,7,6,Wednesday,7,2,1.0,55,4,25.9,25.7
151,2004-01-07 07:00:00,2004,1,7,7,Wednesday,7,2,1.0,56,14,26.4,25.9
152,2004-01-07 08:00:00,2004,1,7,8,Wednesday,7,2,1.0,57,34,27.1,26.8
153,2004-01-07 09:00:00,2004,1,7,9,Wednesday,7,2,1.0,58,25,27,26.8
154,2004-01-07 10:00:00,2004,1,7,10,Wednesday,7,2,1.0,59,37,27.5,27.1
155,2004-01-07 11:00:00,2004,1,7,11,Wednesday,7,2,1.0,60,32,27.7,27.5
156,2004-01-07 12:00:00,2004,1,7,12,Wednesday,7,2,2.0,61,33,27.2,26.9
157,2004-01-07 13:00:00,2004,1,7,13,Wednesday,7,2,2.0,62,25,27.8,27.5
158,2004-01-07 14:00:00,2004,1,7,14,Wednesday,7,2,2.0,63,25,27.4,27.2
159,2004-01-07 15:00:00,2004,1,7,15,Wednesday,7,2,2.0,64,20,27.8,27.6
160,2004-01-07 16:00:00,2004,1,7,16,Wednesday,7,2,2.0,65,15,27.1,27
161,2004-01-07 17:00:00,2004,1,7,17,Wednesday,7,2,2.0,66,12,26.2,26.1
162,2004-01-07 18:00:00,2004,1,7,18,Wednesday,7,2,3.0,67,16,25.8,25.8
163,2004-01-07 19:00:00,2004,1,7,19,Wednesday,7,2,3.0,68,14,25.5,25.4
164,2004-01-07 20:00:00,2004,1,7,20,Wednesday,7,2,3.0,69,9,25.2,25.2
165,2004-01-07 21:00:00,2004,1,7,21,Wednesday,7,2,3.0,70,14,25,24.9
166,2004-01-07 22:00:00,2004,1,7,22,Wednesday,7,2,3.0,71,10,24.9,24.8
167,2004-01-07 23:00:00,2004,1,7,23,Wednesday,7,2,3.0,72,11,24.6,24.5
168,2004-01-08 00:00:00,2004,1,8,0,Thursday,8,2,0.0,73,10,26.4,26.3
169,2004-01-08 01:00:00,2004,1,8,1,Thursday,8,2,0.0,74,8,26.4,26.3
170,2004-01-08 02:00:00,2004,1,8,2,Thursday,8,2,0.0,75,7,26.3,26.2
171,2004-01-08 03:00:00,2004,1,8,3,Thursday,8,2,0.0,76,3,26.1,26
172,2004-01-08 04:00:00,2004,1,8,4,Thursday,8,2,0.0,77,7,26.3,26.2
173,2004-01-08 05:00:00,2004,1,8,5,Thursday,8,2,0.0,78,7,26.9,26.8
174,2004-01-08 06:00:00,2004,1,8,6,Thursday,8,2,1.0,79,2,27.5,27.1
175,2004-01-08 07:00:00,2004,1,8,7,Thursday,8,2,1.0,80,2,28,27.8
176,2004-01-08 08:00:00,2004,1,8,8,Thursday,8,2,1.0,81,32,28.3,27.8
177,2004-01-08 09:00:00,2004,1,8,9,Thursday,8,2,1.0,82,34,28.8,28.5
178,2004-01-08 10:00:00,2004,1,8,10,Thursday,8,2,1.0,83,46,28.9,28.6
179,2004-01-08 11:00:00,2004,1,8,11,Thursday,8,2,1.0,84,37,29.3,28.7
180,2004-01-08 12:00:00,2004,1,8,12,Thursday,8,2,2.0,85,34,29.4,28.9
181,2004-01-08 13:00:00,2004,1,8,13,Thursday,8,2,2.0,86,21,30.1,29.8
182,2004-01-08 14:00:00,2004,1,8,14,Thursday,8,2,2.0,87,15,29.5,29.2
183,2004-01-08 15:00:00,2004,1,8,15,Thursday,8,2,2.0,88,12,29.1,28.8
184,2004-01-08 16:00:00,2004,1,8,16,Thursday,8,2,2.0,89,16,28.2,28.1
185,2004-01-08 17:00:00,2004,1,8,17,Thursday,8,2,2.0,90,14,27.8,27.6
186,2004-01-08 18:00:00,2004,1,8,18,Thursday,8,2,3.0,91,19,27.2,27.1
187,2004-01-08 19:00:00,2004,1,8,19,Thursday,8,2,3.0,92,15,26.9,26.9
188,2004-01-08 20:00:00,2004,1,8,20,Thursday,8,2,3.0,93,18,26.7,26.5
189,2004-01-08 21:00:00,2004,1,8,21,Thursday,8,2,3.0,94,27,26.4,26.4
190,2004-01-08 22:00:00,2004,1,8,22,Thursday,8,2,3.0,95,11,26.4,26.3
191,2004-01-08 23:00:00,2004,1,8,23,Thursday,8,2,3.0,96,14,26.4,26.3
192,2004-01-09 00:00:00,2004,1,9,0,Friday,9,2,0.0,97,12,25.4,25.3
193,2004-01-09 01:00:00,2004,1,9,1,Friday,9,2,0.0,98,8,25.5,25.4
194,2004-01-09 02:00:00,2004,1,9,2,Friday,9,2,0.0,99,3,25.4,25.3
195,2004-01-09 03:00:00,2004,1,9,3,Friday,9,2,0.0,100,6,25.3,25.2
196,2004-01-09 04:00:00,2004,1,9,4,Friday,9,2,0.0,101,2,25.3,25.2
197,2004-01-09 05:00:00,2004,1,9,5,Friday,9,2,0.0,102,1,26.4,25.7
198,2004-01-09 06:00:00,2004,1,9,6,Friday,9,2,1.0,103,4,27.3,26.7
199,2004-01-09 07:00:00,2004,1,9,7,Friday,9,2,1.0,104,2,27.6,27.2
200,2004-01-09 08:00:00,2004,1,9,8,Friday,9,2,1.0,105,13,27.5,27.4
201,2004-01-09 09:00:00,2004,1,9,9,Friday,9,2,1.0,106,16,28.6,28.2
202,2004-01-09 10:00:00,2004,1,9,10,Friday,9,2,1.0,107,13,28.8,28.2
203,2004-01-09 11:00:00,2004,1,9,11,Friday,9,2,1.0,108,15,29.5,29.3
204,2004-01-09 12:00:00,2004,1,9,12,Friday,9,2,2.0,109,26,29.4,29.2
205,2004-01-09 13:00:00,2004,1,9,13,Friday,9,2,2.0,110,22,29,28.6
206,2004-01-09 14:00:00,2004,1,9,14,Friday,9,2,2.0,111,18,28.8,28.4
207,2004-01-09 15:00:00,2004,1,9,15,Friday,9,2,2.0,112,18,28.1,27.9
208,2004-01-09 16:00:00,2004,1,9,16,Friday,9,2,2.0,113,8,27.3,27
209,2004-01-09 17:00:00,2004,1,9,17,Friday,9,2,2.0,114,17,26.7,26.6
210,2004-01-09 18:00:00,2004,1,9,18,Friday,9,2,3.0,115,17,26.3,26.2
211,2004-01-09 19:00:00,2004,1,9,19,Friday,9,2,3.0,116,17,26,26
212,2004-01-09 20:00:00,2004,1,9,20,Friday,9,2,3.0,117,16,25.9,25.8
213,2004-01-09 21:00:00,2004,1,9,21,Friday,9,2,3.0,118,11,25.8,25.6
214,2004-01-09 22:00:00,2004,1,9,22,Friday,9,2,3.0,119,9,25.6,25.5
215,2004-01-09 23:00:00,2004,1,9,23,Friday,9,2,3.0,120,9,25.4,25.3
216,2004-01-10 00:00:00,2004,1,10,0,Saturday,10,2,0.0,121,7,23.7,23.4
217,2004-01-10 01:00:00,2004,1,10,1,Saturday,10,2,0.0,122,4,23.9,23.8
218,2004-01-10 02:00:00,2004,1,10,2,Saturday,10,2,0.0,123,6,23.9,23.8
219,2004-01-10 03:00:00,2004,1,10,3,Saturday,10,2,0.0,124,3,24.6,24.4
220,2004-01-10 04:00:00,2004,1,10,4,Saturday,10,2,0.0,125,3,24.7,23.3
221,2004-01-10 05:00:00,2004,1,10,5,Saturday,10,2,0.0,126,5,22.9,22.4
222,2004-01-10 06:00:00,2004,1,10,6,Saturday,10,2,1.0,127,3,25.8,25.3
223,2004-01-10 07:00:00,2004,1,10,7,Saturday,10,2,1.0,128,3,27.3,26.5
224,2004-01-10 08:00:00,2004,1,10,8,Saturday,10,2,1.0,129,3,28.7,28.5
225,2004-01-10 09:00:00,2004,1,10,9,Saturday,10,2,1.0,130,14,28.8,28.1
226,2004-01-10 10:00:00,2004,1,10,10,Saturday,10,2,1.0,131,7,28.1,27.7
227,2004-01-10 11:00:00,2004,1,10,11,Saturday,10,2,1.0,132,13,28.9,28.6
228,2004-01-10 12:00:00,2004,1,10,12,Saturday,10,2,2.0,133,18,28.9,28.4
229,2004-01-10 13:00:00,2004,1,10,13,Saturday,10,2,2.0,134,10,29.1,28.8
230,2004-01-10 14:00:00,2004,1,10,14,Saturday,10,2,2.0,135,10,28.5,28.4
231,2004-01-10 15:00:00,2004,1,10,15,Saturday,10,2,2.0,136,12,27.1,27
232,2004-01-10 16:00:00,2004,1,10,16,Saturday,10,2,2.0,137,18,26.3,26.2
233,2004-01-10 17:00:00,2004,1,10,17,Saturday,10,2,2.0,138,11,26,25.9
234,2004-01-10 18:00:00,2004,1,10,18,Saturday,10,2,3.0,139,20,25.8,25.7
235,2004-01-10 19:00:00,2004,1,10,19,Saturday,10,2,3.0,140,31,25.6,25.5
236,2004-01-10 20:00:00,2004,1,10,20,Saturday,10,2,3.0,141,22,25.3,25.3
237,2004-01-10 21:00:00,2004,1,10,21,Saturday,10,2,3.0,142,21,25.1,25.1
238,2004-01-10 22:00:00,2004,1,10,22,Saturday,10,2,3.0,143,13,24.9,24.8
239,2004-01-10 23:00:00,2004,1,10,23,Saturday,10,2,3.0,144,10,25,24.9
240,2004-01-11 00:00:00,2004,1,11,0,Sunday,11,2,0.0,145,11,22.8,22.6
241,2004-01-11 01:00:00,2004,1,11,1,Sunday,11,2,0.0,146,7,23.1,22.9
242,2004-01-11 02:00:00,2004,1,11,2,Sunday,11,2,0.0,147,8,22.2,21.9
243,2004-01-11 03:00:00,2004,1,11,3,Sunday,11,2,0.0,148,5,21.8,21.6
244,2004-01-11 04:00:00,2004,1,11,4,Sunday,11,2,0.0,149,7,22.4,22.3
245,2004-01-11 05:00:00,2004,1,11,5,Sunday,11,2,0.0,150,8,23,22.8
246,2004-01-11 06:00:00,2004,1,11,6,Sunday,11,2,1.0,151,5,24.5,24.3
247,2004-01-11 07:00:00,2004,1,11,7,Sunday,11,2,1.0,152,5,26,25.7
248,2004-01-11 08:00:00,2004,1,11,8,Sunday,11,2,1.0,153,54,26.9,26.6
249,2004-01-11 09:00:00,2004,1,11,9,Sunday,11,2,1.0,154,38,26.8,26.5
250,2004-01-11 10:00:00,2004,1,11,10,Sunday,11,2,1.0,155,30,26.6,26.5
251,2004-01-11 11:00:00,2004,1,11,11,Sunday,11,2,1.0,156,47,26.2,26
252,2004-01-11 12:00:00,2004,1,11,12,Sunday,11,2,2.0,157,38,26.2,25.8
253,2004-01-11 13:00:00,2004,1,11,13,Sunday,11,2,2.0,158,40,26,25.8
254,2004-01-11 14:00:00,2004,1,11,14,Sunday,11,2,2.0,159,28,25.5,25.4
255,2004-01-11 15:00:00,2004,1,11,15,Sunday,11,2,2.0,160,38,25.1,24.9
256,2004-01-11 16:00:00,2004,1,11,16,Sunday,11,2,2.0,161,20,25.4,25.2
257,2004-01-11 17:00:00,2004,1,11,17,Sunday,11,2,2.0,162,13,25.1,25
258,2004-01-11 18:00:00,2004,1,11,18,Sunday,11,2,3.0,163,17,25,24.9
259,2004-01-11 19:00:00,2004,1,11,19,Sunday,11,2,3.0,164,21,24.1,24
260,2004-01-11 20:00:00,2004,1,11,20,Sunday,11,2,3.0,165,20,23.8,23.6
261,2004-01-11 21:00:00,2004,1,11,21,Sunday,11,2,3.0,166,22,25.6,25.3
262,2004-01-11 22:00:00,2004,1,11,22,Sunday,11,2,3.0,167,12,24.7,24.4
263,2004-01-11 23:00:00,2004,1,11,23,Sunday,11,2,3.0,168,8,24.7,24.4
264,2004-01-12 00:00:00,2004,1,12,0,Monday,12,3,0.0,1,9,12.5,12.4
265,2004-01-12 01:00:00,2004,1,12,1,Monday,12,3,0.0,2,7,11.5,11.4
266,2004-01-12 02:00:00,2004,1,12,2,Monday,12,3,0.0,3,4,11,10.9
267,2004-01-12 03:00:00,2004,1,12,3,Monday,12,3,0.0,4,6,10.1,9.8
268,2004-01-12 04:00:00,2004,1,12,4,Monday,12,3,0.0,5,4,10.2,10.1
269,2004-01-12 05:00:00,2004,1,12,5,Monday,12,3,0.0,6,7,10.2,10.1
270,2004-01-12 06:00:00,2004,1,12,6,Monday,12,3,1.0,7,2,11.2,10.8
271,2004-01-12 07:00:00,2004,1,12,7,Monday,12,3,1.0,8,3,13.3,12.9
272,2004-01-12 08:00:00,2004,1,12,8,Monday,12,3,1.0,9,39,15.7,15.1
273,2004-01-12 09:00:00,2004,1,12,9,Monday,12,3,1.0,10,25,18.7,18.3
274,2004-01-12 10:00:00,2004,1,12,10,Monday,12,3,1.0,11,34,19.7,19.1
275,2004-01-12 11:00:00,2004,1,12,11,Monday,12,3,1.0,12,36,20.4,19.8
276,2004-01-12 12:00:00,2004,1,12,12,Monday,12,3,2.0,13,32,19.7,18.8
277,2004-01-12 13:00:00,2004,1,12,13,Monday,12,3,2.0,14,27,18.9,18.7
278,2004-01-12 14:00:00,2004,1,12,14,Monday,12,3,2.0,15,21,18.6,18.4
279,2004-01-12 15:00:00,2004,1,12,15,Monday,12,3,2.0,16,26,18.3,18.2
280,2004-01-12 16:00:00,2004,1,12,16,Monday,12,3,2.0,17,14,18.4,18.2
281,2004-01-12 17:00:00,2004,1,12,17,Monday,12,3,2.0,18,15,17.6,17.3
282,2004-01-12 18:00:00,2004,1,12,18,Monday,12,3,3.0,19,18,17.2,17.1
283,2004-01-12 19:00:00,2004,1,12,19,Monday,12,3,3.0,20,14,17,16.9
284,2004-01-12 20:00:00,2004,1,12,20,Monday,12,3,3.0,21,22,16.9,16.8
285,2004-01-12 21:00:00,2004,1,12,21,Monday,12,3,3.0,22,20,16.3,16.1
286,2004-01-12 22:00:00,2004,1,12,22,Monday,12,3,3.0,23,14,15.9,15.6
